,Comment,Class,Comment2,Comment3,Comment4
64,hello guys found way make money online get paid mess around facebook twitter get paid upto 25 35 hour 4netjobs com work comfort home currently hiring people world wide range social media jobs sites facebook twitter youtube 39 need prior skills experience begin work immediately easily make 4000 5000 monthly income 4netjobs com,1,"['hello', 'guys', 'found', 'way', 'make', 'money', 'online', 'get', 'paid', 'mess', 'around', 'facebook', 'twitter', 'get', 'paid', 'upto', '25', '35', 'hour', '4netjobs', 'com', 'work', 'comfort', 'home', 'currently', 'hiring', 'people', 'world', 'wide', 'range', 'social', 'media', 'jobs', 'sites', 'facebook', 'twitter', 'youtube', '39', 'need', 'prior', 'skills', 'experience', 'begin', 'work', 'immediately', 'easily', 'make', '4000', '5000', 'monthly', 'income', '4netjobs', 'com']","['hello', 'guy', 'found', 'way', 'make', 'money', 'onlin', 'get', 'paid', 'mess', 'around', 'facebook', 'twitter', 'get', 'paid', 'upto', '25', '35', 'hour', '4netjob', 'com', 'work', 'comfort', 'home', 'current', 'hire', 'peopl', 'world', 'wide', 'rang', 'social', 'media', 'job', 'site', 'facebook', 'twitter', 'youtub', '39', 'need', 'prior', 'skill', 'experi', 'begin', 'work', 'immedi', 'easili', 'make', '4000', '5000', 'monthli', 'incom', '4netjob', 'com']",hello guy found way make money onlin get paid mess around facebook twitter get paid upto 25 35 hour 4netjob com work comfort home current hire peopl world wide rang social media job site facebook twitter youtub 39 need prior skill experi begin work immedi easili make 4000 5000 monthli incom 4netjob com
65,subscribe channel,1,"['subscribe', 'channel']","['subscrib', 'channel']",subscrib channel
66,subscribe feed,1,"['subscribe', 'feed']","['subscrib', 'feed']",subscrib feed
67,waka waka check new halloween video,1,"['waka', 'waka', 'check', 'new', 'halloween', 'video']","['waka', 'waka', 'check', 'new', 'halloween', 'video']",waka waka check new halloween video
68,hi johnny 1 already know music thumb found way 2 want hear original songs completely made 1 person continue reading sing write original music lyrics amp play guitar bass drums amp keyboards 39 1 man band music completely independent amp 100 listener supported want hear amp 39 willing help record new album click name picture thank amp enjoy music wish awesome day,1,"['hi', 'johnny', '1', 'already', 'know', 'music', 'thumb', 'found', 'way', '2', 'want', 'hear', 'original', 'songs', 'completely', 'made', '1', 'person', 'continue', 'reading', 'sing', 'write', 'original', 'music', 'lyrics', 'amp', 'play', 'guitar', 'bass', 'drums', 'amp', 'keyboards', '39', '1', 'man', 'band', 'music', 'completely', 'independent', 'amp', '100', 'listener', 'supported', 'want', 'hear', 'amp', '39', 'willing', 'help', 'record', 'new', 'album', 'click', 'name', 'picture', 'thank', 'amp', 'enjoy', 'music', 'wish', 'awesome', 'day']","['hi', 'johnni', '1', 'alreadi', 'know', 'music', 'thumb', 'found', 'way', '2', 'want', 'hear', 'origin', 'song', 'complet', 'made', '1', 'person', 'continu', 'read', 'sing', 'write', 'origin', 'music', 'lyric', 'amp', 'play', 'guitar', 'bass', 'drum', 'amp', 'keyboard', '39', '1', 'man', 'band', 'music', 'complet', 'independ', 'amp', '100', 'listen', 'support', 'want', 'hear', 'amp', '39', 'will', 'help', 'record', 'new', 'album', 'click', 'name', 'pictur', 'thank', 'amp', 'enjoy', 'music', 'wish', 'awesom', 'day']",hi johnni 1 alreadi know music thumb found way 2 want hear origin song complet made 1 person continu read sing write origin music lyric amp play guitar bass drum amp keyboard 39 1 man band music complet independ amp 100 listen support want hear amp 39 will help record new album click name pictur thank amp enjoy music wish awesom day
69,hello guys found way make money online get paid mess around facebook twitter get paid upto 25 35 hour 4netjobs com work comfort home currently hiring people world wide range social media jobs sites facebook twitter youtube 39 need prior skills experience begin work immediately easily make 4000 5000 monthly income 4netjobs com,1,"['hello', 'guys', 'found', 'way', 'make', 'money', 'online', 'get', 'paid', 'mess', 'around', 'facebook', 'twitter', 'get', 'paid', 'upto', '25', '35', 'hour', '4netjobs', 'com', 'work', 'comfort', 'home', 'currently', 'hiring', 'people', 'world', 'wide', 'range', 'social', 'media', 'jobs', 'sites', 'facebook', 'twitter', 'youtube', '39', 'need', 'prior', 'skills', 'experience', 'begin', 'work', 'immediately', 'easily', 'make', '4000', '5000', 'monthly', 'income', '4netjobs', 'com']","['hello', 'guy', 'found', 'way', 'make', 'money', 'onlin', 'get', 'paid', 'mess', 'around', 'facebook', 'twitter', 'get', 'paid', 'upto', '25', '35', 'hour', '4netjob', 'com', 'work', 'comfort', 'home', 'current', 'hire', 'peopl', 'world', 'wide', 'rang', 'social', 'media', 'job', 'site', 'facebook', 'twitter', 'youtub', '39', 'need', 'prior', 'skill', 'experi', 'begin', 'work', 'immedi', 'easili', 'make', '4000', '5000', 'monthli', 'incom', '4netjob', 'com']",hello guy found way make money onlin get paid mess around facebook twitter get paid upto 25 35 hour 4netjob com work comfort home current hire peopl world wide rang social media job site facebook twitter youtub 39 need prior skill experi begin work immedi easili make 4000 5000 monthli incom 4netjob com
70,check partyman318 fr good tunez,1,"['check', 'partyman318', 'fr', 'good', 'tunez']","['check', 'partyman318', 'fr', 'good', 'tunez']",check partyman318 fr good tunez
71,314,1,['314'],['314'],314
72,hey music fans really appreciate take time read check music 39 15 year old boy dreaming successful musician music world lots covers piano covers dont money advertise simple thumbs comment comment videos subscription would step forward seconds life u 39 regret thank u people give chance means lot,1,"['hey', 'music', 'fans', 'really', 'appreciate', 'take', 'time', 'read', 'check', 'music', '39', '15', 'year', 'old', 'boy', 'dreaming', 'successful', 'musician', 'music', 'world', 'lots', 'covers', 'piano', 'covers', 'dont', 'money', 'advertise', 'simple', 'thumbs', 'comment', 'comment', 'videos', 'subscription', 'would', 'step', 'forward', 'seconds', 'life', 'u', '39', 'regret', 'thank', 'u', 'people', 'give', 'chance', 'means', 'lot']","['hey', 'music', 'fan', 'realli', 'appreci', 'take', 'time', 'read', 'check', 'music', '39', '15', 'year', 'old', 'boy', 'dream', 'success', 'musician', 'music', 'world', 'lot', 'cover', 'piano', 'cover', 'dont', 'money', 'advertis', 'simpl', 'thumb', 'comment', 'comment', 'video', 'subscript', 'would', 'step', 'forward', 'second', 'life', 'u', '39', 'regret', 'thank', 'u', 'peopl', 'give', 'chanc', 'mean', 'lot']",hey music fan realli appreci take time read check music 39 15 year old boy dream success musician music world lot cover piano cover dont money advertis simpl thumb comment comment video subscript would step forward second life u 39 regret thank u peopl give chanc mean lot
73,northland paranormal society youtube check channel real paranormal evidence facebook northland paranormal society,1,"['northland', 'paranormal', 'society', 'youtube', 'check', 'channel', 'real', 'paranormal', 'evidence', 'facebook', 'northland', 'paranormal', 'society']","['northland', 'paranorm', 'societi', 'youtub', 'check', 'channel', 'real', 'paranorm', 'evid', 'facebook', 'northland', 'paranorm', 'societi']",northland paranorm societi youtub check channel real paranorm evid facebook northland paranorm societi
74,hello everyone name 39 anderson 39 singer expecting buy subscribers words gain voice might best voice different good way 39 work harder anyone get better 39 cuz quot yeah quot dream huge one 39 please take 3 minutes time check covers give chance 39 regret feel like subscribing 39 awesome 39 mean world thank much,1,"['hello', 'everyone', 'name', '39', 'anderson', '39', 'singer', 'expecting', 'buy', 'subscribers', 'words', 'gain', 'voice', 'might', 'best', 'voice', 'different', 'good', 'way', '39', 'work', 'harder', 'anyone', 'get', 'better', '39', 'cuz', 'quot', 'yeah', 'quot', 'dream', 'huge', 'one', '39', 'please', 'take', '3', 'minutes', 'time', 'check', 'covers', 'give', 'chance', '39', 'regret', 'feel', 'like', 'subscribing', '39', 'awesome', '39', 'mean', 'world', 'thank', 'much']","['hello', 'everyon', 'name', '39', 'anderson', '39', 'singer', 'expect', 'buy', 'subscrib', 'word', 'gain', 'voic', 'might', 'best', 'voic', 'differ', 'good', 'way', '39', 'work', 'harder', 'anyon', 'get', 'better', '39', 'cuz', 'quot', 'yeah', 'quot', 'dream', 'huge', 'one', '39', 'pleas', 'take', '3', 'minut', 'time', 'check', 'cover', 'give', 'chanc', '39', 'regret', 'feel', 'like', 'subscrib', '39', 'awesom', '39', 'mean', 'world', 'thank', 'much']",hello everyon name 39 anderson 39 singer expect buy subscrib word gain voic might best voic differ good way 39 work harder anyon get better 39 cuz quot yeah quot dream huge one 39 pleas take 3 minut time check cover give chanc 39 regret feel like subscrib 39 awesom 39 mean world thank much
75,perhaps seen newest miley cyrus secret video 39 sucking old man 39 cock wish see check celebrity website beneath miley secret video co uk,1,"['perhaps', 'seen', 'newest', 'miley', 'cyrus', 'secret', 'video', '39', 'sucking', 'old', 'man', '39', 'cock', 'wish', 'see', 'check', 'celebrity', 'website', 'beneath', 'miley', 'secret', 'video', 'co', 'uk']","['perhap', 'seen', 'newest', 'miley', 'cyru', 'secret', 'video', '39', 'suck', 'old', 'man', '39', 'cock', 'wish', 'see', 'check', 'celebr', 'websit', 'beneath', 'miley', 'secret', 'video', 'co', 'uk']",perhap seen newest miley cyru secret video 39 suck old man 39 cock wish see check celebr websit beneath miley secret video co uk
76,adf ly kld3y,1,"['adf', 'ly', 'kld3y']","['adf', 'ly', 'kld3i']",adf ly kld3i
77,wow,0,['wow'],['wow'],wow
78,please go see channel subscribe would nice mate,1,"['please', 'go', 'see', 'channel', 'subscribe', 'would', 'nice', 'mate']","['pleas', 'go', 'see', 'channel', 'subscrib', 'would', 'nice', 'mate']",pleas go see channel subscrib would nice mate
79,hey youtubers really appreciate took time read 19 year old boy wants successful musician music world dont money advertise channel could visit channel comment video subscribe would great seconds life thank u people gave chance l really appreciate,1,"['hey', 'youtubers', 'really', 'appreciate', 'took', 'time', 'read', '19', 'year', 'old', 'boy', 'wants', 'successful', 'musician', 'music', 'world', 'dont', 'money', 'advertise', 'channel', 'could', 'visit', 'channel', 'comment', 'video', 'subscribe', 'would', 'great', 'seconds', 'life', 'thank', 'u', 'people', 'gave', 'chance', 'l', 'really', 'appreciate']","['hey', 'youtub', 'realli', 'appreci', 'took', 'time', 'read', '19', 'year', 'old', 'boy', 'want', 'success', 'musician', 'music', 'world', 'dont', 'money', 'advertis', 'channel', 'could', 'visit', 'channel', 'comment', 'video', 'subscrib', 'would', 'great', 'second', 'life', 'thank', 'u', 'peopl', 'gave', 'chanc', 'l', 'realli', 'appreci']",hey youtub realli appreci took time read 19 year old boy want success musician music world dont money advertis channel could visit channel comment video subscrib would great second life thank u peopl gave chanc l realli appreci
80,love,0,['love'],['love'],love
81,,0,[],[],
82,wanna earn money online without investment visit link therglove blogspot 2013 08 blog post 10 html,1,"['wan', 'na', 'earn', 'money', 'online', 'without', 'investment', 'visit', 'link', 'therglove', 'blogspot', '2013', '08', 'blog', 'post', '10', 'html']","['wan', 'na', 'earn', 'money', 'onlin', 'without', 'invest', 'visit', 'link', 'therglov', 'blogspot', '2013', '08', 'blog', 'post', '10', 'html']",wan na earn money onlin without invest visit link therglov blogspot 2013 08 blog post 10 html
83,hello everyone know probably pass kind comments still reading thanks money advertisements chance getting heard nothing comes spam sorry video animator trying make video animation industry please give chance prove please visit channel subscribe like thumb comment everyone see thank,1,"['hello', 'everyone', 'know', 'probably', 'pass', 'kind', 'comments', 'still', 'reading', 'thanks', 'money', 'advertisements', 'chance', 'getting', 'heard', 'nothing', 'comes', 'spam', 'sorry', 'video', 'animator', 'trying', 'make', 'video', 'animation', 'industry', 'please', 'give', 'chance', 'prove', 'please', 'visit', 'channel', 'subscribe', 'like', 'thumb', 'comment', 'everyone', 'see', 'thank']","['hello', 'everyon', 'know', 'probabl', 'pass', 'kind', 'comment', 'still', 'read', 'thank', 'money', 'advertis', 'chanc', 'get', 'heard', 'noth', 'come', 'spam', 'sorri', 'video', 'anim', 'tri', 'make', 'video', 'anim', 'industri', 'pleas', 'give', 'chanc', 'prove', 'pleas', 'visit', 'channel', 'subscrib', 'like', 'thumb', 'comment', 'everyon', 'see', 'thank']",hello everyon know probabl pass kind comment still read thank money advertis chanc get heard noth come spam sorri video anim tri make video anim industri pleas give chanc prove pleas visit channel subscrib like thumb comment everyon see thank
84,please visit website oldchat tk,1,"['please', 'visit', 'website', 'oldchat', 'tk']","['pleas', 'visit', 'websit', 'oldchat', 'tk']",pleas visit websit oldchat tk
85,hello everyone know probably pass kind comments still reading thanks money advertisements chance getting heard nothing live small town comes spam sorry instrumental songwriter columbus mississippi please go channel check original music would highly appreciated thumbs comment music heard thank adam whitney,1,"['hello', 'everyone', 'know', 'probably', 'pass', 'kind', 'comments', 'still', 'reading', 'thanks', 'money', 'advertisements', 'chance', 'getting', 'heard', 'nothing', 'live', 'small', 'town', 'comes', 'spam', 'sorry', 'instrumental', 'songwriter', 'columbus', 'mississippi', 'please', 'go', 'channel', 'check', 'original', 'music', 'would', 'highly', 'appreciated', 'thumbs', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']","['hello', 'everyon', 'know', 'probabl', 'pass', 'kind', 'comment', 'still', 'read', 'thank', 'money', 'advertis', 'chanc', 'get', 'heard', 'noth', 'live', 'small', 'town', 'come', 'spam', 'sorri', 'instrument', 'songwrit', 'columbu', 'mississippi', 'pleas', 'go', 'channel', 'check', 'origin', 'music', 'would', 'highli', 'appreci', 'thumb', 'comment', 'music', 'heard', 'thank', 'adam', 'whitney']",hello everyon know probabl pass kind comment still read thank money advertis chanc get heard noth live small town come spam sorri instrument songwrit columbu mississippi pleas go channel check origin music would highli appreci thumb comment music heard thank adam whitney
86,hey youtubers music lover 39 guess skip comments still reading thanks dont money advertisiments chance getting heard nothing 39 left spam sorry im 17 rapper singer estonia please listen new cover account wont regret give chance please take half second life thumb comment maybe change life real thank wafence,1,"['hey', 'youtubers', 'music', 'lover', '39', 'guess', 'skip', 'comments', 'still', 'reading', 'thanks', 'dont', 'money', 'advertisiments', 'chance', 'getting', 'heard', 'nothing', '39', 'left', 'spam', 'sorry', 'im', '17', 'rapper', 'singer', 'estonia', 'please', 'listen', 'new', 'cover', 'account', 'wont', 'regret', 'give', 'chance', 'please', 'take', 'half', 'second', 'life', 'thumb', 'comment', 'maybe', 'change', 'life', 'real', 'thank', 'wafence']","['hey', 'youtub', 'music', 'lover', '39', 'guess', 'skip', 'comment', 'still', 'read', 'thank', 'dont', 'money', 'advertisi', 'chanc', 'get', 'heard', 'noth', '39', 'left', 'spam', 'sorri', 'im', '17', 'rapper', 'singer', 'estonia', 'pleas', 'listen', 'new', 'cover', 'account', 'wont', 'regret', 'give', 'chanc', 'pleas', 'take', 'half', 'second', 'life', 'thumb', 'comment', 'mayb', 'chang', 'life', 'real', 'thank', 'wafenc']",hey youtub music lover 39 guess skip comment still read thank dont money advertisi chanc get heard noth 39 left spam sorri im 17 rapper singer estonia pleas listen new cover account wont regret give chanc pleas take half second life thumb comment mayb chang life real thank wafenc
